Tumor_Sample_Barcode	total	cohort
TCGA-ET-A3DP-01A-11D-A21A-08	15	THCA
TCGA-FY-A3R9-01A-11D-A21Z-08	15	THCA
TCGA-FY-A3W9-01A-11D-A22D-08	15	THCA
TCGA-FY-A40L-01A-11D-A23M-08	15	THCA
TCGA-MK-A4N7-01A-11D-A257-08	15	THCA
TCGA-BJ-A2N9-01A-11D-A18F-08	14	THCA
TCGA-BJ-A45K-01A-11D-A23U-08	14	THCA
TCGA-DJ-A13S-01A-11D-A10S-08	14	THCA
TCGA-EM-A2OY-01A-11D-A202-08	14	THCA
TCGA-EM-A3FM-01A-11D-A21A-08	14	THCA
TCGA-EM-A4FO-01A-11D-A257-08	14	THCA
TCGA-ET-A25O-01A-11D-A17V-08	14	THCA
TCGA-FE-A232-01A-11D-A14W-08	14	THCA
TCGA-FY-A3YR-01A-11D-A22Z-08	14	THCA
TCGA-L6-A4EQ-01A-11D-A257-08	14	THCA
TCGA-BJ-A3PR-01A-11D-A21Z-08	13	THCA
TCGA-DJ-A1QG-01A-11D-A14W-08	13	THCA
TCGA-DJ-A1QL-01A-11D-A14W-08	13	THCA
TCGA-DJ-A1QO-01A-11D-A14W-08	13	THCA
TCGA-DJ-A3V4-01A-11D-A22Z-08	13	THCA
TCGA-DJ-A3V6-01A-11D-A22Z-08	13	THCA
TCGA-DJ-A3VG-01A-11D-A23M-08	13	THCA
TCGA-DJ-A3VK-01A-11D-A23M-08	13	THCA
TCGA-E8-A437-01A-12D-A23U-08	13	THCA
TCGA-EL-A3T1-01A-11D-A22D-08	13	THCA
TCGA-EL-A3T2-01A-11D-A22D-08	13	THCA
TCGA-EM-A22K-01A-11D-A17V-08	13	THCA
TCGA-EM-A3AI-01A-11D-A202-08	13	THCA
TCGA-EM-A3SY-01A-11D-A22Z-08	13	THCA
TCGA-ET-A3DO-01A-11D-A19J-08	13	THCA
TCGA-KS-A4IB-01A-11D-A257-08	13	THCA
TCGA-L6-A4EP-01A-11D-A257-08	13	THCA
TCGA-BJ-A2P4-01A-11D-A18F-08	12	THCA
TCGA-BJ-A4O8-01A-11D-A257-08	12	THCA
TCGA-DE-A4MC-01A-11D-A257-08	12	THCA
TCGA-DE-A69K-01A-11D-A397-08	12	THCA
TCGA-DJ-A13W-01A-11D-A10S-08	12	THCA
TCGA-DJ-A13X-01A-11D-A10S-08	12	THCA
TCGA-DJ-A1QQ-01A-11D-A14W-08	12	THCA
TCGA-DJ-A2PP-01A-11D-A19J-08	12	THCA
TCGA-DJ-A2QA-01A-11D-A18F-08	12	THCA
TCGA-DJ-A3VM-01A-11D-A23M-08	12	THCA
TCGA-E3-A3E1-01A-11D-A20C-08	12	THCA
TCGA-E8-A242-01A-21D-A16O-08	12	THCA
TCGA-E8-A433-01A-11D-A23M-08	12	THCA
TCGA-EL-A3GQ-01A-11D-A202-08	12	THCA
TCGA-EL-A3GY-01A-21D-A202-08	12	THCA
TCGA-EL-A3N3-01A-11D-A20C-08	12	THCA
TCGA-EL-A3T0-01A-22D-A22D-08	12	THCA
TCGA-EL-A4KD-01A-11D-A257-08	12	THCA
TCGA-EM-A1CV-01A-11D-A13W-08	12	THCA
TCGA-EM-A22P-01A-11D-A19J-08	12	THCA
TCGA-EM-A2CO-01A-11D-A19J-08	12	THCA
TCGA-EM-A3OA-01A-11D-A21Z-08	12	THCA
TCGA-ET-A25I-01A-11D-A16O-08	12	THCA
TCGA-ET-A3DR-01A-11D-A19J-08	12	THCA
TCGA-ET-A3DU-01A-11D-A19J-08	12	THCA
TCGA-ET-A40S-01A-11D-A23M-08	12	THCA
TCGA-FE-A235-01A-11D-A16O-08	12	THCA
TCGA-FK-A3SH-01A-11D-A22D-08	12	THCA
TCGA-FY-A2QD-01A-11D-A19J-08	12	THCA
TCGA-FY-A3I5-01B-11D-A21Z-08	12	THCA
TCGA-FY-A3R8-01A-11D-A21Z-08	12	THCA
TCGA-FY-A76V-01A-11D-A397-08	12	THCA
TCGA-GE-A2C6-01A-11D-A17V-08	12	THCA
TCGA-H2-A3RH-01A-11D-A21Z-08	12	THCA
TCGA-IM-A4EB-01A-11D-A257-08	12	THCA
TCGA-J8-A42S-01A-11D-A23M-08	12	THCA
TCGA-BJ-A192-01A-31D-A13W-08	11	THCA
TCGA-BJ-A3F0-01A-11D-A202-08	11	THCA
TCGA-DE-A0Y3-01B-11D-A10S-08	11	THCA
TCGA-DE-A2OL-01A-11D-A18F-08	11	THCA
TCGA-DE-A3KN-01A-11D-A20C-08	11	THCA
TCGA-DJ-A13U-01A-11D-A10S-08	11	THCA
TCGA-DJ-A2PT-01A-11D-A18F-08	11	THCA
TCGA-DJ-A3UO-01A-11D-A22D-08	11	THCA
TCGA-DJ-A3UT-01A-11D-A22D-08	11	THCA
TCGA-DJ-A4UR-01A-11D-A257-08	11	THCA
TCGA-E8-A436-01A-12D-A23U-08	11	THCA
TCGA-EL-A3GR-01A-21D-A202-08	11	THCA
TCGA-EL-A3H4-01A-11D-A202-08	11	THCA
TCGA-EL-A3ZT-01A-12D-A23M-08	11	THCA
TCGA-EL-A4K0-01A-11D-A257-08	11	THCA
TCGA-EM-A2CS-06A-11D-A19J-08	11	THCA
TCGA-EM-A2OW-01A-11D-A202-08	11	THCA
TCGA-EM-A3AP-01A-12D-A20C-08	11	THCA
TCGA-EM-A3FP-01A-11D-A21A-08	11	THCA
TCGA-EM-A3O9-01A-11D-A21Z-08	11	THCA
TCGA-EM-A3SU-01A-11D-A22Z-08	11	THCA
TCGA-EM-A4FN-01A-11D-A257-08	11	THCA
TCGA-ET-A25G-01A-11D-A16O-08	11	THCA
TCGA-ET-A25R-01A-11D-A17V-08	11	THCA
TCGA-ET-A2N5-01A-11D-A18F-08	11	THCA
TCGA-FE-A231-01A-11D-A14W-08	11	THCA
TCGA-FY-A3NP-01A-11D-A21A-08	11	THCA
TCGA-FY-A3TY-01A-11D-A22Z-08	11	THCA
TCGA-H2-A422-01A-11D-A23M-08	11	THCA
TCGA-J8-A3O0-01A-11D-A21A-08	11	THCA
TCGA-KS-A4I5-01A-11D-A257-08	11	THCA
TCGA-BJ-A0ZA-01A-11D-A10S-08	10	THCA
TCGA-BJ-A0ZG-01A-11D-A10S-08	10	THCA
TCGA-BJ-A28X-01A-11D-A22D-08	10	THCA
TCGA-CE-A481-01A-21D-A23U-08	10	THCA
TCGA-DJ-A13R-01A-11D-A10S-08	10	THCA
TCGA-DJ-A2Q7-01A-11D-A18F-08	10	THCA
TCGA-E3-A3E3-01A-11D-A20C-08	10	THCA
TCGA-EL-A3GO-01A-11D-A202-08	10	THCA
TCGA-EL-A3GX-01A-11D-A202-08	10	THCA
TCGA-EL-A3ZK-01A-21D-A23M-08	10	THCA
TCGA-EL-A3ZR-01A-11D-A23M-08	10	THCA
TCGA-EM-A1YA-01A-11D-A14W-08	10	THCA
TCGA-EM-A1YC-01A-11D-A14W-08	10	THCA
TCGA-EM-A2CR-01A-11D-A17V-08	10	THCA
TCGA-EM-A2P3-01A-11D-A202-08	10	THCA
TCGA-EM-A3AL-01A-11D-A202-08	10	THCA
TCGA-EM-A3AQ-01A-11D-A20C-08	10	THCA
TCGA-EM-A3FQ-06A-11D-A21A-08	10	THCA
TCGA-EM-A3O6-01A-11D-A21Z-08	10	THCA
TCGA-ET-A2N0-01A-11D-A18F-08	10	THCA
TCGA-ET-A39N-01A-11D-A19J-08	10	THCA
TCGA-ET-A40P-01A-11D-A23M-08	10	THCA
TCGA-ET-A40Q-01A-11D-A23M-08	10	THCA
TCGA-FE-A233-01A-11D-A14W-08	10	THCA
TCGA-FY-A3NM-01A-11D-A21A-08	10	THCA
TCGA-H2-A3RI-01A-11D-A21Z-08	10	THCA
TCGA-J8-A3O2-01A-11D-A23M-08	10	THCA
TCGA-J8-A3O2-06A-11D-A23M-08	10	THCA
TCGA-J8-A4HW-01A-11D-A257-08	10	THCA
TCGA-KS-A41F-01A-11D-A23M-08	10	THCA
TCGA-KS-A41I-01A-11D-A23M-08	10	THCA
TCGA-KS-A4ID-01A-11D-A257-08	10	THCA
TCGA-BJ-A18Y-01A-11D-A13W-08	9	THCA
TCGA-BJ-A45H-01A-12D-A23U-08	9	THCA
TCGA-CE-A3MD-01A-11D-A20C-08	9	THCA
TCGA-CE-A3ME-01A-11D-A20C-08	9	THCA
TCGA-DE-A69J-01A-21D-A397-08	9	THCA
TCGA-DJ-A1QD-01A-11D-A14W-08	9	THCA
TCGA-DJ-A1QM-01A-11D-A14W-08	9	THCA
TCGA-DJ-A2Q2-01A-11D-A19J-08	9	THCA
TCGA-DJ-A2QC-01A-11D-A18F-08	9	THCA
TCGA-DJ-A3V8-01A-11D-A23M-08	9	THCA
TCGA-DJ-A3VB-01A-11D-A23M-08	9	THCA
TCGA-DJ-A4V2-01A-11D-A257-08	9	THCA
TCGA-DO-A1JZ-01A-11D-A13W-08	9	THCA
TCGA-E3-A3DY-01A-11D-A20C-08	9	THCA
TCGA-E3-A3E5-01A-11D-A20C-08	9	THCA
TCGA-E8-A3X7-01A-11D-A22Z-08	9	THCA
TCGA-EL-A3CX-01A-11D-A19J-08	9	THCA
TCGA-EL-A3GS-01A-11D-A20C-08	9	THCA
TCGA-EL-A3N2-01A-11D-A20C-08	9	THCA
TCGA-EL-A3T7-01A-11D-A22D-08	9	THCA
TCGA-EL-A3T8-01A-21D-A22D-08	9	THCA
TCGA-EL-A3ZH-01A-31D-A23M-08	9	THCA
TCGA-EL-A3ZL-01A-11D-A23M-08	9	THCA
TCGA-EL-A3ZQ-01A-11D-A23M-08	9	THCA
TCGA-EL-A4JV-01A-11D-A257-08	9	THCA
TCGA-EL-A4K2-01A-11D-A257-08	9	THCA
TCGA-EL-A4K4-01A-11D-A257-08	9	THCA
TCGA-EM-A1CS-01A-11D-A13W-08	9	THCA
TCGA-EM-A1YE-01A-11D-A14W-08	9	THCA
TCGA-EM-A2CS-01A-11D-A19J-08	9	THCA
TCGA-EM-A3O7-01A-11D-A21Z-08	9	THCA
TCGA-EM-A4FQ-01A-11D-A257-08	9	THCA
TCGA-ET-A25J-01A-11D-A16O-08	9	THCA
TCGA-ET-A2MX-01A-11D-A23M-08	9	THCA
TCGA-ET-A39I-01A-11D-A19J-08	9	THCA
TCGA-ET-A39M-01A-11D-A19J-08	9	THCA
TCGA-ET-A3DV-01A-12D-A202-08	9	THCA
TCGA-ET-A4KN-01A-11D-A257-08	9	THCA
TCGA-ET-A4KQ-01A-12D-A257-08	9	THCA
TCGA-FE-A236-01A-11D-A16O-08	9	THCA
TCGA-FE-A23A-01A-11D-A17V-08	9	THCA
TCGA-FY-A40M-01A-11D-A23M-08	9	THCA
TCGA-FY-A4B3-01A-11D-A23U-08	9	THCA
TCGA-FY-A4B4-01A-11D-A23U-08	9	THCA
TCGA-KS-A4I9-01A-11D-A257-08	9	THCA
TCGA-MK-A4N6-01A-11D-A257-08	9	THCA
TCGA-BJ-A2N7-01A-11D-A18F-08	8	THCA
TCGA-CE-A13K-01A-11D-A10S-08	8	THCA
TCGA-DE-A4M8-01A-21D-A257-08	8	THCA
TCGA-DE-A4M9-01A-11D-A257-08	8	THCA
TCGA-DE-A4MA-01A-11D-A257-08	8	THCA
TCGA-DJ-A13V-01A-11D-A10S-08	8	THCA
TCGA-DJ-A1QI-01A-11D-A14W-08	8	THCA
TCGA-DJ-A2PR-01A-11D-A19J-08	8	THCA
TCGA-DJ-A2PU-01A-12D-A19J-08	8	THCA
TCGA-DJ-A2PV-01A-11D-A19J-08	8	THCA
TCGA-DJ-A2Q5-01A-11D-A18F-08	8	THCA
TCGA-DJ-A3UP-01A-11D-A22D-08	8	THCA
TCGA-DJ-A3VD-01A-11D-A23M-08	8	THCA
TCGA-DJ-A3VE-01A-11D-A23M-08	8	THCA
TCGA-E8-A415-01A-11D-A23M-08	8	THCA
TCGA-EL-A3H2-01A-11D-A20C-08	8	THCA
TCGA-EL-A3H8-01A-11D-A20C-08	8	THCA
TCGA-EL-A3MW-01A-11D-A20C-08	8	THCA
TCGA-EL-A4JW-01A-11D-A257-08	8	THCA
TCGA-EL-A4JX-01A-12D-A257-08	8	THCA
TCGA-EL-A4JZ-01A-11D-A257-08	8	THCA
TCGA-EM-A22I-01A-11D-A17V-08	8	THCA
TCGA-EM-A22N-01A-11D-A17V-08	8	THCA
TCGA-EM-A22Q-01A-11D-A17V-08	8	THCA
TCGA-EM-A3AK-01A-11D-A202-08	8	THCA
TCGA-EM-A3AN-01A-11D-A202-08	8	THCA
TCGA-EM-A3FK-01A-11D-A21A-08	8	THCA
TCGA-EM-A3SU-06A-11D-A22Z-08	8	THCA
TCGA-EM-A4FF-01A-11D-A257-08	8	THCA
TCGA-ET-A2N3-01B-21D-A23M-08	8	THCA
TCGA-ET-A3BN-01A-11D-A19J-08	8	THCA
TCGA-ET-A40T-01A-11D-A23M-08	8	THCA
TCGA-FY-A3NN-01A-11D-A21A-08	8	THCA
TCGA-FY-A3R6-01A-11D-A21Z-08	8	THCA
TCGA-J8-A3NZ-01A-11D-A21A-08	8	THCA
TCGA-J8-A3YE-01A-12D-A23M-08	8	THCA
TCGA-KS-A41J-01A-11D-A23M-08	8	THCA
TCGA-KS-A41L-01A-11D-A23M-08	8	THCA
TCGA-KS-A4I3-01A-11D-A257-08	8	THCA
TCGA-BJ-A0ZC-01A-12D-A13W-08	7	THCA
TCGA-DJ-A3UQ-01A-11D-A22D-08	7	THCA
TCGA-DJ-A3UR-01A-11D-A22D-08	7	THCA
TCGA-DJ-A3US-01A-11D-A22D-08	7	THCA
TCGA-DJ-A3VL-01A-11D-A23M-08	7	THCA
TCGA-DJ-A4UW-01A-11D-A257-08	7	THCA
TCGA-DO-A1K0-01A-11D-A13W-08	7	THCA
TCGA-E8-A44K-01A-21D-A23U-08	7	THCA
TCGA-EL-A3CL-01A-11D-A19J-08	7	THCA
TCGA-EL-A3D5-01A-22D-A202-08	7	THCA
TCGA-EL-A3GW-01A-11D-A202-08	7	THCA
TCGA-EL-A4K1-01A-11D-A257-08	7	THCA
TCGA-EM-A2OX-01A-11D-A202-08	7	THCA
TCGA-EM-A2P0-01A-11D-A202-08	7	THCA
TCGA-EM-A2P1-01A-11D-A202-08	7	THCA
TCGA-EM-A3FL-01A-11D-A21A-08	7	THCA
TCGA-ET-A39O-01A-11D-A19J-08	7	THCA
TCGA-ET-A3BO-01A-11D-A19J-08	7	THCA
TCGA-ET-A3BX-01A-11D-A19J-08	7	THCA
TCGA-FE-A3PD-01A-11D-A21Z-08	7	THCA
TCGA-FK-A3SG-01A-11D-A22D-08	7	THCA
TCGA-FY-A3I4-01A-11D-A21A-08	7	THCA
TCGA-FY-A3R7-01A-11D-A21Z-08	7	THCA
TCGA-IM-A3EB-01A-11D-A202-08	7	THCA
TCGA-KS-A4I1-01A-11D-A257-08	7	THCA
TCGA-KS-A4I7-01A-11D-A257-08	7	THCA
TCGA-QD-A8IV-01A-11D-A397-08	7	THCA
TCGA-BJ-A0Z3-01A-11D-A13W-08	6	THCA
TCGA-DE-A7U5-01A-11D-A397-08	6	THCA
TCGA-DJ-A13M-01A-11D-A10S-08	6	THCA
TCGA-DJ-A13O-01A-11D-A10S-08	6	THCA
TCGA-DJ-A13P-01A-11D-A10S-08	6	THCA
TCGA-DJ-A13T-01A-11D-A10S-08	6	THCA
TCGA-DJ-A1QN-01A-11D-A14W-08	6	THCA
TCGA-DJ-A2PO-01A-21D-A19J-08	6	THCA
TCGA-DJ-A2PQ-01A-11D-A18F-08	6	THCA
TCGA-DJ-A2PY-01A-11D-A18F-08	6	THCA
TCGA-DJ-A2Q8-01A-11D-A18F-08	6	THCA
TCGA-DJ-A3UU-01A-11D-A22D-08	6	THCA
TCGA-DJ-A3UX-01A-11D-A22D-08	6	THCA
TCGA-DJ-A3VA-01A-11D-A23M-08	6	THCA
TCGA-DJ-A3VJ-01A-11D-A23M-08	6	THCA
TCGA-DJ-A4UL-01A-11D-A257-08	6	THCA
TCGA-DJ-A4UP-01A-11D-A257-08	6	THCA
TCGA-E3-A3E0-01A-11D-A20C-08	6	THCA
TCGA-E8-A419-01A-11D-A23M-08	6	THCA
TCGA-EL-A3CV-01A-11D-A19J-08	6	THCA
TCGA-EL-A3CZ-01A-11D-A19J-08	6	THCA
TCGA-EL-A3D1-01A-11D-A19J-08	6	THCA
TCGA-EL-A3D4-01A-11D-A19J-08	6	THCA
TCGA-EL-A3GZ-01A-11D-A20C-08	6	THCA
TCGA-EM-A2CQ-01A-11D-A17V-08	6	THCA
TCGA-EM-A2P1-06A-11D-A202-08	6	THCA
TCGA-EM-A3AO-01A-11D-A202-08	6	THCA
TCGA-EM-A3FO-01A-11D-A21A-08	6	THCA
TCGA-EM-A3OB-01A-11D-A21Z-08	6	THCA
TCGA-EM-A4FK-01A-11D-A257-08	6	THCA
TCGA-ET-A2MZ-01A-12D-A19J-08	6	THCA
TCGA-ET-A39K-01A-11D-A19J-08	6	THCA
TCGA-ET-A39T-01A-11D-A19J-08	6	THCA
TCGA-ET-A3BW-01A-11D-A19J-08	6	THCA
TCGA-ET-A3DS-01A-11D-A19J-08	6	THCA
TCGA-FE-A234-01A-11D-A14W-08	6	THCA
TCGA-FK-A3S3-01A-11D-A22D-08	6	THCA
TCGA-J8-A3YD-01A-11D-A22Z-08	6	THCA
TCGA-J8-A3YG-01A-11D-A22Z-08	6	THCA
TCGA-J8-A4HW-06A-11D-A257-08	6	THCA
TCGA-L6-A4ET-01A-11D-A257-08	6	THCA
TCGA-MK-A4N9-01A-11D-A257-08	6	THCA
TCGA-CE-A27D-01A-11D-A16O-08	5	THCA
TCGA-DJ-A1QF-01A-12D-A14W-08	5	THCA
TCGA-DJ-A2PN-01A-21D-A19J-08	5	THCA
TCGA-DJ-A2Q6-01A-11D-A18F-08	5	THCA
TCGA-DJ-A3V9-01A-11D-A23M-08	5	THCA
TCGA-DJ-A3VF-01A-11D-A23M-08	5	THCA
TCGA-E8-A414-01A-11D-A23M-08	5	THCA
TCGA-E8-A438-01A-11D-A23U-08	5	THCA
TCGA-EL-A3CO-01A-11D-A19J-08	5	THCA
TCGA-EL-A3CP-01A-11D-A19J-08	5	THCA
TCGA-EL-A3T6-01A-11D-A21Z-08	5	THCA
TCGA-EL-A3ZS-01A-12D-A23M-08	5	THCA
TCGA-EM-A1YD-01A-11D-A14W-08	5	THCA
TCGA-EM-A3AR-01A-12D-A20C-08	5	THCA
TCGA-EM-A4FH-01A-11D-A257-08	5	THCA
TCGA-EM-A4FR-01A-11D-A257-08	5	THCA
TCGA-EM-A4FU-01A-11D-A257-08	5	THCA
TCGA-ET-A39S-01A-11D-A19J-08	5	THCA
TCGA-ET-A3BP-01A-21D-A19J-08	5	THCA
TCGA-ET-A3BS-01A-11D-A202-08	5	THCA
TCGA-FK-A3SB-01A-11D-A22D-08	5	THCA
TCGA-FY-A3ON-01A-11D-A21Z-08	5	THCA
TCGA-FY-A3RA-01A-11D-A21Z-08	5	THCA
TCGA-FY-A3WA-01A-11D-A22D-08	5	THCA
TCGA-FY-A40K-01A-11D-A23M-08	5	THCA
TCGA-J8-A3YH-01A-11D-A22Z-08	5	THCA
TCGA-CE-A483-01A-11D-A23U-08	4	THCA
TCGA-CE-A485-01A-11D-A23U-08	4	THCA
TCGA-DJ-A2PS-01A-11D-A18F-08	4	THCA
TCGA-DJ-A3UK-01A-11D-A22D-08	4	THCA
TCGA-DJ-A3UV-01A-11D-A22D-08	4	THCA
TCGA-DJ-A3UW-01A-11D-A22D-08	4	THCA
TCGA-DJ-A3UY-01A-21D-A22D-08	4	THCA
TCGA-DJ-A3UZ-01A-11D-A22Z-08	4	THCA
TCGA-DJ-A3V3-01A-11D-A22Z-08	4	THCA
TCGA-DJ-A4V0-01A-11D-A257-08	4	THCA
TCGA-EL-A3CW-01A-11D-A19J-08	4	THCA
TCGA-EL-A3TA-01A-12D-A22D-08	4	THCA
TCGA-EL-A4KH-01A-11D-A257-08	4	THCA
TCGA-EM-A3AJ-01A-11D-A202-08	4	THCA
TCGA-EM-A3O8-01A-11D-A21Z-08	4	THCA
TCGA-FE-A230-01A-11D-A14W-08	4	THCA
TCGA-FK-A4UB-01A-11D-A257-08	4	THCA
TCGA-FY-A40N-01A-11D-A23M-08	4	THCA
TCGA-IM-A3ED-01A-11D-A202-08	4	THCA
TCGA-IM-A420-01A-11D-A23M-08	4	THCA
TCGA-BJ-A45E-01A-11D-A23U-08	3	THCA
TCGA-CE-A482-01A-11D-A23U-08	3	THCA
TCGA-DJ-A3UM-01A-11D-A22D-08	3	THCA
TCGA-DJ-A3V2-01A-11D-A22Z-08	3	THCA
TCGA-DJ-A4V5-01A-11D-A257-08	3	THCA
TCGA-E3-A3E2-01A-11D-A20C-08	3	THCA
TCGA-E8-A434-01A-11D-A23M-08	3	THCA
TCGA-E8-A44M-01A-21D-A23U-08	3	THCA
TCGA-EL-A3ZG-01A-11D-A23M-08	3	THCA
TCGA-EL-A3ZP-01A-11D-A23M-08	3	THCA
TCGA-ET-A3BU-01A-11D-A19J-08	3	THCA
TCGA-ET-A3DQ-01A-11D-A19J-08	3	THCA
TCGA-ET-A3DT-01A-11D-A19J-08	3	THCA
TCGA-FE-A3PA-01A-12D-A21Z-08	3	THCA
TCGA-FE-A3PB-01A-11D-A21Z-08	3	THCA
TCGA-J8-A3YH-06A-11D-A23M-08	3	THCA
TCGA-E8-A413-01A-21D-A23M-08	2	THCA
TCGA-EL-A3CY-01A-11D-A19J-08	2	THCA
TCGA-EM-A3FJ-01A-11D-A21A-08	2	THCA
TCGA-EM-A3FQ-01A-11D-A21A-08	2	THCA
TCGA-EM-A4G1-01A-11D-A257-08	2	THCA
TCGA-FK-A3SE-01A-11D-A22D-08	2	THCA
TCGA-KS-A4IC-01A-11D-A257-08	2	THCA
TCGA-BJ-A0ZJ-01A-11D-A10S-08	1	THCA
TCGA-BJ-A28T-01A-11D-A16O-08	1	THCA
TCGA-EL-A3H3-01A-11D-A202-08	1	THCA
TCGA-EL-A3ZN-01A-11D-A23M-08	1	THCA
TCGA-ET-A39L-01A-12D-A19J-08	1	THCA
TCGA-YZ-A985-01A-11D-A39W-08	383	UVM
TCGA-VD-AA8M-01A-11D-A39W-08	21	UVM
TCGA-YZ-A982-01A-11D-A39W-08	21	UVM
TCGA-V4-A9EI-01A-11D-A39W-08	20	UVM
TCGA-V4-A9EJ-01A-11D-A39W-08	20	UVM
TCGA-VD-A8KI-01A-11D-A39W-08	20	UVM
TCGA-VD-A8KL-01A-11D-A39W-08	20	UVM
TCGA-V4-A9EC-01A-11D-A39W-08	19	UVM
TCGA-V4-A9F8-01A-11D-A39W-08	19	UVM
TCGA-V4-A9EM-01A-11D-A39W-08	18	UVM
TCGA-V4-A9F4-01A-11D-A39W-08	18	UVM
TCGA-VD-A8KD-01A-11D-A39W-08	17	UVM
TCGA-YZ-A983-01A-11D-A39W-08	17	UVM
TCGA-V4-A9E7-01A-11D-A39W-08	16	UVM
TCGA-V4-A9EZ-01A-11D-A39W-08	16	UVM
TCGA-VD-A8KG-01A-11D-A39W-08	16	UVM
TCGA-VD-AA8Q-01A-11D-A39W-08	16	UVM
TCGA-WC-A885-01A-11D-A39W-08	16	UVM
TCGA-V4-A9EY-01A-11D-A39W-08	15	UVM
TCGA-VD-A8KB-01A-11D-A39W-08	15	UVM
TCGA-WC-A88A-01A-11D-A39W-08	15	UVM
TCGA-WC-AA9E-01A-11D-A39W-08	15	UVM
TCGA-V3-A9ZY-01A-11D-A39W-08	14	UVM
TCGA-VD-A8KA-01B-11D-A39W-08	14	UVM
TCGA-VD-A8KH-01A-11D-A39W-08	14	UVM
TCGA-VD-AA8O-01A-11D-A39W-08	14	UVM
TCGA-VD-AA8P-01A-11D-A39W-08	14	UVM
TCGA-RZ-AB0B-01A-11D-A39W-08	13	UVM
TCGA-V4-A9EE-01A-11D-A39W-08	13	UVM
TCGA-V4-A9EK-01A-11D-A39W-08	13	UVM
TCGA-V4-A9EO-01A-12D-A39W-08	13	UVM
TCGA-V4-A9F7-01A-11D-A39W-08	13	UVM
TCGA-VD-A8K8-01A-11D-A39W-08	13	UVM
TCGA-VD-A8KE-01A-11D-A39W-08	13	UVM
TCGA-VD-A8KK-01A-11D-A39W-08	13	UVM
TCGA-WC-A87U-01A-11D-A39W-08	13	UVM
TCGA-WC-A888-01A-11D-A39W-08	13	UVM
TCGA-V4-A9E5-01A-11D-A39W-08	12	UVM
TCGA-WC-A87T-01A-11D-A39W-08	12	UVM
TCGA-WC-A881-01A-12D-A39W-08	12	UVM
TCGA-V4-A9E9-01A-11D-A39W-08	11	UVM
TCGA-V4-A9EA-01A-11D-A39W-08	11	UVM
TCGA-V4-A9ES-01A-11D-A39W-08	11	UVM
TCGA-VD-A8KJ-01A-11D-A39W-08	11	UVM
TCGA-VD-AA8R-01A-11D-A39W-08	11	UVM
TCGA-WC-A882-01A-11D-A39W-08	11	UVM
TCGA-WC-AA9A-01A-11D-A39W-08	11	UVM
TCGA-V4-A9E8-01A-11D-A39W-08	10	UVM
TCGA-VD-A8KN-01A-11D-A39W-08	10	UVM
TCGA-WC-A883-01A-12D-A39W-08	10	UVM
TCGA-V4-A9EH-01A-11D-A39W-08	9	UVM
TCGA-V4-A9EQ-01A-11D-A39W-08	9	UVM
TCGA-V4-A9EU-01A-11D-A39W-08	9	UVM
TCGA-V4-A9F0-01A-11D-A39W-08	9	UVM
TCGA-VD-A8KM-01A-11D-A39W-08	9	UVM
TCGA-VD-AA8T-01A-11D-A39W-08	9	UVM
TCGA-WC-A87Y-01A-11D-A39W-08	9	UVM
TCGA-WC-A880-01A-11D-A39W-08	9	UVM
TCGA-WC-A884-01A-11D-A39W-08	9	UVM
TCGA-V4-A9EF-01A-21D-A39W-08	8	UVM
TCGA-V4-A9EW-01A-11D-A39W-08	8	UVM
TCGA-V4-A9F1-01A-11D-A39W-08	8	UVM
TCGA-V4-A9F3-01A-11D-A39W-08	8	UVM
TCGA-VD-A8KO-01A-11D-A39W-08	8	UVM
TCGA-VD-AA8S-01B-11D-A39W-08	8	UVM
TCGA-YZ-A980-01A-11D-A39W-08	8	UVM
TCGA-YZ-A984-01A-11D-A39W-08	8	UVM
TCGA-V4-A9ET-01A-11D-A39W-08	7	UVM
TCGA-V4-A9EV-01A-11D-A39W-08	7	UVM
TCGA-V4-A9EX-01A-11D-A39W-08	7	UVM
TCGA-V4-A9F5-01A-11D-A39W-08	7	UVM
TCGA-VD-A8K9-01A-11D-A39W-08	7	UVM
TCGA-VD-AA8N-01A-11D-A39W-08	7	UVM
TCGA-WC-A87W-01A-11D-A39W-08	7	UVM
TCGA-V4-A9ED-01A-11D-A39W-08	6	UVM
TCGA-VD-A8KF-01A-11D-A39W-08	6	UVM
TCGA-V3-A9ZX-01A-11D-A39W-08	5	UVM
TCGA-V4-A9EL-01A-11D-A39W-08	5	UVM
TCGA-V4-A9F2-01A-11D-A39W-08	5	UVM
TCGA-VD-A8K7-01B-11D-A39W-08	4	UVM
TCGA-XY-A8S2-01A-11D-A435-10	54	TGCT
TCGA-2G-AAFE-01A-11D-A42Y-10	46	TGCT
TCGA-2G-AAKH-01A-11D-A42Y-10	46	TGCT
TCGA-YU-A94I-01A-11D-A435-10	42	TGCT
TCGA-2G-AALP-01A-12D-A42Y-10	37	TGCT
TCGA-WZ-A7V5-01A-11D-A435-10	37	TGCT
TCGA-2G-AAGG-01A-11D-A42Y-10	34	TGCT
TCGA-VF-A8A8-01A-11D-A435-10	34	TGCT
TCGA-XE-AAO4-01A-11D-A435-10	33	TGCT
TCGA-XE-A8H5-01A-11D-A435-10	28	TGCT
TCGA-2G-AAH3-01A-11D-A42Y-10	27	TGCT
TCGA-ZM-AA0H-01A-11D-A435-10	27	TGCT
